# Screen Recording Manifest
width=1920
height=1080
fps=30
format=jpeg
# Frame format: filename,timestamp_ms
frame_00000000.jpg,16
frame_00000001.jpg,2746
frame_00000002.jpg,5447
frame_00000003.jpg,9195
frame_00000004.jpg,11216
frame_00000005.jpg,11871
frame_00000006.jpg,15232
frame_00000007.jpg,18138
frame_00000008.jpg,21699
frame_00000009.jpg,24629
frame_00000010.jpg,26780
frame_00000011.jpg,28707
frame_00000012.jpg,28745
frame_00000013.jpg,28817
frame_00000014.jpg,28856
frame_00000015.jpg,28889
frame_00000016.jpg,28960
frame_00000017.jpg,29436
frame_00000018.jpg,31633
frame_00000019.jpg,34419
frame_00000020.jpg,36595
frame_00000021.jpg,39042
frame_00000022.jpg,39879
frame_00000023.jpg,39948
frame_00000024.jpg,40096
frame_00000025.jpg,40167
frame_00000026.jpg,41045
frame_00000027.jpg,41080
frame_00000028.jpg,41228
frame_00000029.jpg,41449
frame_00000030.jpg,41484
frame_00000031.jpg,41518
frame_00000032.jpg,41557
frame_00000033.jpg,41915
frame_00000034.jpg,41953
frame_00000035.jpg,41986
frame_00000036.jpg,43398
frame_00000037.jpg,45599
frame_00000038.jpg,47540
frame_00000039.jpg,47690
frame_00000040.jpg,47805
frame_00000041.jpg,50017
frame_00000042.jpg,52095
frame_00000043.jpg,52205
frame_00000044.jpg,52239
frame_00000045.jpg,54898
frame_00000046.jpg,55843
frame_00000047.jpg,55878
frame_00000048.jpg,55913
frame_00000049.jpg,55946
frame_00000050.jpg,57076
frame_00000051.jpg,58099
frame_00000052.jpg,59553
frame_00000053.jpg,60244
frame_00000054.jpg,60348
frame_00000055.jpg,60900
frame_00000056.jpg,62066
frame_00000057.jpg,62339
frame_00000058.jpg,62673
frame_00000059.jpg,63283
frame_00000060.jpg,63724
frame_00000061.jpg,64195
frame_00000062.jpg,64232
frame_00000063.jpg,64266
frame_00000064.jpg,64302
frame_00000065.jpg,64341
frame_00000066.jpg,64740
frame_00000067.jpg,67163
frame_00000068.jpg,69882
frame_00000069.jpg,73634
frame_00000070.jpg,76770
frame_00000071.jpg,79510
frame_00000072.jpg,81313
frame_00000073.jpg,81349
frame_00000074.jpg,81710
frame_00000075.jpg,82008
frame_00000076.jpg,82042
frame_00000077.jpg,83924
frame_00000078.jpg,86127
frame_00000079.jpg,86793
frame_00000080.jpg,88311
frame_00000081.jpg,88863
frame_00000082.jpg,88938
frame_00000083.jpg,88976
frame_00000084.jpg,89012
frame_00000085.jpg,89049
frame_00000086.jpg,89504
frame_00000087.jpg,90046
frame_00000088.jpg,90085
frame_00000089.jpg,90121
frame_00000090.jpg,90158
frame_00000091.jpg,90192
frame_00000092.jpg,90878
frame_00000093.jpg,92082
frame_00000094.jpg,92984
frame_00000095.jpg,93448
frame_00000096.jpg,94649
frame_00000097.jpg,95996
frame_00000098.jpg,96108
frame_00000099.jpg,96285
frame_00000100.jpg,97591
frame_00000101.jpg,97659
frame_00000102.jpg,97696
frame_00000103.jpg,97735
frame_00000104.jpg,97775
frame_00000105.jpg,97849
frame_00000106.jpg,98453
frame_00000107.jpg,98889
frame_00000108.jpg,98927
frame_00000109.jpg,98963
frame_00000110.jpg,99000
frame_00000111.jpg,99479
frame_00000112.jpg,101166
frame_00000113.jpg,101671
frame_00000114.jpg,104496
frame_00000115.jpg,108022
frame_00000116.jpg,110099
frame_00000117.jpg,110900
frame_00000118.jpg,111208
frame_00000119.jpg,111245
frame_00000120.jpg,111320
frame_00000121.jpg,113604
frame_00000122.jpg,114305
frame_00000123.jpg,116204
frame_00000124.jpg,117384
frame_00000125.jpg,117418
frame_00000126.jpg,117458
frame_00000127.jpg,117494
frame_00000128.jpg,117533
frame_00000129.jpg,117563
frame_00000130.jpg,118402
frame_00000131.jpg,118553
frame_00000132.jpg,118765
frame_00000133.jpg,118804
frame_00000134.jpg,118838
frame_00000135.jpg,118876
frame_00000136.jpg,118949
# Total frames: 137
